사용일자,노선명,역명,하차총승객수
202004,1호선,서울역,16881
202004,1호선,시청,5917
202004,1호선,종각,12050
202004,1호선,종로3가,15291
202004,1호선,종로5가,12077
202004,1호선,동대문,7575
202004,1호선,신설동,6793
202004,1호선,제기동,11319
202004,1호선,청량리(서울시립대입구),13918
202004,1호선,동묘앞,8705
202004,2호선,시청,4105
202004,2호선,을지로입구,13746
202004,2호선,을지로3가,6278
202004,2호선,을지로4가,5291
202004,2호선,동대문역사문화공원(DDP),6804
202004,2호선,신당,8437
202004,2호선,상왕십리,6585
202004,2호선,왕십리(성동구청),8787
202004,2호선,한양대,3051
202004,2호선,뚝섬,11014
202004,2호선,성수,13632
202004,2호선,건대입구,29606
202004,2호선,구의(광진구청),12462
202004,2호선,강변(동서울터미널),20197
202004,2호선,잠실나루,5292
202004,2호선,잠실(송파구청),37111
202004,2호선,잠실새내,12701
202004,2호선,종합운동장,3077
202004,2호선,삼성(무역센터),16966
202004,2호선,선릉,16127
202004,2호선,역삼,13994
202004,2호선,강남,48768
202004,2호선,교대(법원.검찰청),13382
202004,2호선,서초,5935
202004,2호선,방배,7224
202004,2호선,사당,24478
202004,2호선,낙성대(강감찬),15316
202004,2호선,서울대입구(관악구청),29034
202004,2호선,봉천,12305
202004,2호선,신림,38362
202004,2호선,신대방,15487
202004,2호선,구로디지털단지,25938
202004,2호선,대림(구로구청),14493
202004,2호선,신도림,27759
202004,2호선,문래,8215
202004,2호선,영등포구청,8951
202004,2호선,당산,10971
202004,2호선,합정,22469
202004,2호선,홍대입구,46663
202004,2호선,신촌,23668
202004,2호선,이대,6828
202004,2호선,아현,4910
202004,2호선,충정로(경기대입구),4243
202004,2호선,용답,1420
202004,2호선,신답,799
202004,2호선,신설동,2228
202004,2호선,도림천,780
202004,2호선,양천구청,3090
202004,2호선,신정네거리,5117
202004,2호선,용두(동대문구청),1305
202004,3호선,지축,1654
202004,3호선,구파발,11031
202004,3호선,연신내,22595
202004,3호선,불광,11076
202004,3호선,녹번,5925
202004,3호선,홍제,9363
202004,3호선,무악재,2065
202004,3호선,독립문,4580
202004,3호선,경복궁(정부서울청사),9150
202004,3호선,안국,8742
202004,3호선,종로3가,5427
202004,3호선,을지로3가,3645
202004,3호선,동대입구,5226
202004,3호선,약수,6559
202004,3호선,금호,4305
202004,3호선,옥수,5155
202004,3호선,압구정,17769
202004,3호선,신사,17612
202004,3호선,잠원,2759
202004,3호선,고속터미널,30913
202004,3호선,교대(법원.검찰청),2816
202004,3호선,남부터미널(예술의전당),13647
202004,3호선,양재(서초구청),13880
202004,3호선,매봉,3596
202004,3호선,도곡,1964
202004,3호선,대치,5129
202004,3호선,학여울,747
202004,3호선,대청,3912
202004,3호선,일원,2916
202004,3호선,수서,7763
202004,3호선,가락시장,4152
202004,3호선,경찰병원,2660
202004,3호선,오금,2420
202004,4호선,당고개,7161
202004,4호선,상계,10204
202004,4호선,노원,13886
202004,4호선,창동,15818
202004,4호선,쌍문,15348
202004,4호선,수유(강북구청),21150
202004,4호선,미아(서울사이버대학),8210
202004,4호선,미아사거리,16910
202004,4호선,길음,9758
202004,4호선,성신여대입구(돈암),11711
202004,4호선,한성대입구(삼선교),7525
202004,4호선,혜화,16767
202004,4호선,동대문,9955
202004,4호선,동대문역사문화공원(DDP),6727
202004,4호선,충무로,9976
202004,4호선,명동,9681
202004,4호선,회현(남대문시장),11937
202004,4호선,서울역,6476
202004,4호선,숙대입구(갈월),6124
202004,4호선,삼각지,2149
202004,4호선,신용산,6211
202004,4호선,이촌(국립중앙박물관),4029
202004,4호선,동작(현충원),1821
202004,4호선,총신대입구(이수),11863
202004,4호선,사당,13054
202004,4호선,남태령,444
202004,5호선,방화,3381
202004,5호선,개화산,3016
202004,5호선,김포공항,3855
202004,5호선,송정,3802
202004,5호선,마곡,2854
202004,5호선,발산,9197
202004,5호선,우장산,7011
202004,5호선,화곡,14035
202004,5호선,까치산,15823
202004,5호선,신정(은행정),5517
202004,5호선,목동,8880
202004,5호선,오목교(목동운동장앞),12392
202004,5호선,양평,2643
202004,5호선,영등포구청,1327
202004,5호선,영등포시장,4894
202004,5호선,신길,1852
202004,5호선,여의도,6939
202004,5호선,여의나루,10345
202004,5호선,마포,5201
202004,5호선,공덕,5348
202004,5호선,애오개,2724
202004,5호선,충정로(경기대입구),1330
202004,5호선,서대문,4833
202004,5호선,광화문(세종문화회관),8559
202004,5호선,종로3가,7113
202004,5호선,을지로4가,2664
202004,5호선,동대문역사문화공원(DDP),828
202004,5호선,청구,1776
202004,5호선,신금호,3215
202004,5호선,행당,3480
202004,5호선,왕십리(성동구청),3042
202004,5호선,마장,2888
202004,5호선,답십리,7112
202004,5호선,장한평,8208
202004,5호선,군자(능동),6909
202004,5호선,아차산(어린이대공원후문),9703
202004,5호선,광나루(장신대),7232
202004,5호선,천호(풍납토성),12165
202004,5호선,강동,9273
202004,5호선,길동,4320
202004,5호선,굽은다리(강동구민회관앞),4462
202004,5호선,명일,3893
202004,5호선,고덕,3901
202004,5호선,상일동,6996
202004,5호선,둔촌동,4270
202004,5호선,올림픽공원(한국체대),1900
202004,5호선,방이,3568
202004,5호선,오금,1498
202004,5호선,개롱,3144
202004,5호선,거여,3625
202004,5호선,마천,3153
202004,6호선,응암,10130
202004,6호선,역촌,2228
202004,6호선,불광,2946
202004,6호선,독바위,1945
202004,6호선,구산,2884
202004,6호선,새절(신사),6899
202004,6호선,증산(명지대앞),6183
202004,6호선,디지털미디어시티,5525
202004,6호선,월드컵경기장(성산),3703
202004,6호선,마포구청,6007
202004,6호선,망원,10903
202004,6호선,합정,8897
202004,6호선,상수,7248
202004,6호선,광흥창(서강),3391
202004,6호선,대흥(서강대앞),3908
202004,6호선,공덕,7184
202004,6호선,효창공원앞,3053
202004,6호선,삼각지,2315
202004,6호선,녹사평(용산구청),4322
202004,6호선,이태원,11897
202004,6호선,한강진,5794
202004,6호선,버티고개,1152
202004,6호선,약수,1916
202004,6호선,청구,2049
202004,6호선,신당,3271
202004,6호선,동묘앞,4980
202004,6호선,창신,1372
202004,6호선,보문,3647
202004,6호선,안암(고대병원앞),4875
202004,6호선,고려대(종암),3621
202004,6호선,월곡(동덕여대),5823
202004,6호선,상월곡(한국과학기술연구원),2614
202004,6호선,돌곶이,4327
202004,6호선,석계,6589
202004,6호선,태릉입구,3329
202004,6호선,화랑대(서울여대입구),4113
202004,6호선,봉화산(서울의료원),3940
202004,7호선,장암,881
202004,7호선,도봉산,7424
202004,7호선,수락산,8087
202004,7호선,마들,6018
202004,7호선,노원,12354
202004,7호선,중계,6284
202004,7호선,하계,8576
202004,7호선,공릉(서울과학기술대),6604
202004,7호선,태릉입구,4334
202004,7호선,먹골,5760
202004,7호선,중화,6133
202004,7호선,상봉(시외버스터미널),10105
202004,7호선,면목,8720
202004,7호선,사가정,9401
202004,7호선,용마산(용마폭포공원),3552
202004,7호선,중곡,4908
202004,7호선,군자(능동),6392
202004,7호선,어린이대공원(세종대),7374
202004,7호선,건대입구,9261
202004,7호선,뚝섬유원지,9988
202004,7호선,청담,8266
202004,7호선,강남구청,7795
202004,7호선,학동,7104
202004,7호선,논현,9675
202004,7호선,반포,3274
202004,7호선,고속터미널,7279
202004,7호선,내방,5515
202004,7호선,이수,8516
202004,7호선,남성,5520
202004,7호선,숭실대입구(살피재),5723
202004,7호선,상도,5154
202004,7호선,장승배기,5021
202004,7호선,신대방삼거리,8132
202004,7호선,보라매,4308
202004,7호선,신풍,5666
202004,7호선,대림(구로구청),4862
202004,7호선,남구로,6675
202004,7호선,가산디지털단지,10154
202004,7호선,철산,11820
202004,7호선,광명사거리,13576
202004,7호선,천왕,4406
202004,7호선,온수(성공회대입구),4451
202004,7호선,까치울,4036
202004,7호선,부천종합운동장,2332
202004,7호선,춘의,3801
202004,7호선,신중동,7440
202004,7호선,부천시청,6697
202004,7호선,상동,7415
202004,7호선,삼산체육관,2168
202004,7호선,굴포천,4940
202004,7호선,부평구청,4527
202004,8호선,암사,8613
202004,8호선,천호(풍납토성),11908
202004,8호선,강동구청,4463
202004,8호선,몽촌토성(평화의문),3464
202004,8호선,잠실(송파구청),8914
202004,8호선,석촌,5020
202004,8호선,송파,4017
202004,8호선,가락시장,4207
202004,8호선,문정,5626
202004,8호선,장지,8547
202004,8호선,복정,4094
202004,8호선,산성,3499
202004,8호선,남한산성입구(성남법원.검찰청),6192
202004,8호선,단대오거리,5234
202004,8호선,신흥,3076
202004,8호선,수진,2846
202004,8호선,모란,3181
202004,9호선,중앙보훈병원,2742
202004,9호선,둔촌오륜,414
202004,9호선,올림픽공원(한국체대),2904
202004,9호선,한성백제,1036
202004,9호선,송파나루,2486
202004,9호선,석촌,3185
202004,9호선,석촌고분,2661
202004,9호선,삼전,3186
202004,9호선,종합운동장,1849
202004,9호선,봉은사,5093
202004,9호선,삼성중앙,1977
202004,9호선,선정릉,3282
202004,9호선,언주,3362
202004,9호선,개화,915
202004,9호선,김포공항,5382
202004,9호선,공항시장,1864
202004,9호선,신방화,3273
202004,9호선,마곡나루(서울식물원),4719
202004,9호선,양천향교,4097
202004,9호선,가양,9444
202004,9호선,증미,3043
202004,9호선,등촌,4872
202004,9호선,염창,7732
202004,9호선,신목동,1425
202004,9호선,선유도,3118
202004,9호선,당산,8522
202004,9호선,국회의사당,2748
202004,9호선,여의도,5503
202004,9호선,샛강,1869
202004,9호선,노량진,16961
202004,9호선,노들,1957
202004,9호선,흑석(중앙대입구),4035
202004,9호선,동작(현충원),1029
202004,9호선,구반포,1519
202004,9호선,신반포,1419
202004,9호선,고속터미널,10302
202004,9호선,사평,1142
202004,9호선,신논현,17929
202004,1호선,서울역,13388
202004,1호선,시청,4010
202004,1호선,종각,6847
202004,1호선,종로3가,8778
202004,1호선,종로5가,5100
202004,1호선,동대문,6715
202004,1호선,신설동,5251
202004,1호선,제기동,6795
202004,1호선,청량리(서울시립대입구),9489
202004,1호선,동묘앞,8979
202004,2호선,시청,2472
202004,2호선,을지로입구,9833
202004,2호선,을지로3가,3110
202004,2호선,을지로4가,1762
202004,2호선,동대문역사문화공원(DDP),5731
202004,2호선,신당,5959
202004,2호선,상왕십리,4419
202004,2호선,왕십리(성동구청),5955
202004,2호선,한양대,2154
202004,2호선,뚝섬,7231
202004,2호선,성수,8746
202004,2호선,건대입구,20220
202004,2호선,구의(광진구청),8372
202004,2호선,강변(동서울터미널),15396
202004,2호선,잠실나루,3588
202004,2호선,잠실(송파구청),25964
202004,2호선,잠실새내,7794
202004,2호선,종합운동장,2298
202004,2호선,삼성(무역센터),11401
202004,2호선,선릉,8184
202004,2호선,역삼,7909
202004,2호선,강남,25236
202004,2호선,교대(법원.검찰청),7855
202004,2호선,서초,4054
202004,2호선,방배,4465
202004,2호선,사당,16422
202004,2호선,낙성대(강감찬),11856
202004,2호선,서울대입구(관악구청),21088
202004,2호선,봉천,8652
202004,2호선,신림,27618
202004,2호선,신대방,11211
202004,2호선,구로디지털단지,16765
202004,2호선,대림(구로구청),10064
202004,2호선,신도림,19343
202004,2호선,문래,5127
202004,2호선,영등포구청,5757
202004,2호선,당산,7020
202004,2호선,합정,14590
202004,2호선,홍대입구,30449
202004,2호선,신촌,15418
202004,2호선,이대,4582
202004,2호선,아현,3359
202004,2호선,충정로(경기대입구),2700
202004,2호선,용답,1136
202004,2호선,신답,551
202004,2호선,신설동,2066
202004,2호선,도림천,414
202004,2호선,양천구청,2208
202004,2호선,신정네거리,3193
202004,2호선,용두(동대문구청),866
202004,3호선,지축,1117
202004,3호선,구파발,8454
202004,3호선,연신내,15773
202004,3호선,불광,8662
202004,3호선,녹번,4043
202004,3호선,홍제,6335
202004,3호선,무악재,1349
202004,3호선,독립문,3369
202004,3호선,경복궁(정부서울청사),6425
202004,3호선,안국,5722
202004,3호선,종로3가,2996
202004,3호선,을지로3가,1526
202004,3호선,동대입구,4232
202004,3호선,약수,4396
202004,3호선,금호,2938
202004,3호선,옥수,3647
202004,3호선,압구정,8360
202004,3호선,신사,8694
202004,3호선,잠원,1805
202004,3호선,고속터미널,23223
202004,3호선,교대(법원.검찰청),1731
202004,3호선,남부터미널(예술의전당),9861
202004,3호선,양재(서초구청),9264
202004,3호선,매봉,2299
202004,3호선,도곡,1324
202004,3호선,대치,3048
202004,3호선,학여울,487
202004,3호선,대청,2689
202004,3호선,일원,2042
202004,3호선,수서,5974
202004,3호선,가락시장,2861
202004,3호선,경찰병원,1879
202004,3호선,오금,1816
202004,4호선,당고개,5699
202004,4호선,상계,7077
202004,4호선,노원,9255
202004,4호선,창동,10831
202004,4호선,쌍문,10404
202004,4호선,수유(강북구청),14076
202004,4호선,미아(서울사이버대학),5652
202004,4호선,미아사거리,11446
202004,4호선,길음,6961
202004,4호선,성신여대입구(돈암),8174
202004,4호선,한성대입구(삼선교),5425
202004,4호선,혜화,12332
202004,4호선,동대문,4823
202004,4호선,동대문역사문화공원(DDP),5647
202004,4호선,충무로,5563
202004,4호선,명동,6408
202004,4호선,회현(남대문시장),5474
202004,4호선,서울역,4963
202004,4호선,숙대입구(갈월),4110
202004,4호선,삼각지,1408
202004,4호선,신용산,4214
202004,4호선,이촌(국립중앙박물관),2846
202004,4호선,동작(현충원),1557
202004,4호선,총신대입구(이수),7648
202004,4호선,사당,9577
202004,4호선,남태령,311
202004,5호선,방화,2539
202004,5호선,개화산,2129
202004,5호선,김포공항,2998
202004,5호선,송정,2864
202004,5호선,마곡,1888
202004,5호선,발산,5796
202004,5호선,우장산,4728
202004,5호선,화곡,9407
202004,5호선,까치산,11145
202004,5호선,신정(은행정),3793
202004,5호선,목동,5521
202004,5호선,오목교(목동운동장앞),8724
202004,5호선,양평,1875
202004,5호선,영등포구청,913
202004,5호선,영등포시장,2899
202004,5호선,신길,1331
202004,5호선,여의도,4229
202004,5호선,여의나루,8149
202004,5호선,마포,3218
202004,5호선,공덕,3152
202004,5호선,애오개,1922
202004,5호선,충정로(경기대입구),983
202004,5호선,서대문,3109
202004,5호선,광화문(세종문화회관),5994
202004,5호선,종로3가,4255
202004,5호선,을지로4가,950
202004,5호선,동대문역사문화공원(DDP),476
202004,5호선,청구,1138
202004,5호선,신금호,2145
202004,5호선,행당,2344
202004,5호선,왕십리(성동구청),2024
202004,5호선,마장,1885
202004,5호선,답십리,4632
202004,5호선,장한평,5155
202004,5호선,군자(능동),4631
202004,5호선,아차산(어린이대공원후문),8049
202004,5호선,광나루(장신대),5309
202004,5호선,천호(풍납토성),8325
202004,5호선,강동,6247
202004,5호선,길동,2716
202004,5호선,굽은다리(강동구민회관앞),3094
202004,5호선,명일,2631
202004,5호선,고덕,2562
202004,5호선,상일동,4758
202004,5호선,둔촌동,2921
202004,5호선,올림픽공원(한국체대),1351
202004,5호선,방이,2367
202004,5호선,오금,1010
202004,5호선,개롱,2203
202004,5호선,거여,2383
202004,5호선,마천,2415
202004,6호선,응암,7351
202004,6호선,역촌,1621
202004,6호선,불광,2180
202004,6호선,독바위,1555
202004,6호선,구산,2111
202004,6호선,새절(신사),4989
202004,6호선,증산(명지대앞),4409
202004,6호선,디지털미디어시티,3865
202004,6호선,월드컵경기장(성산),3041
202004,6호선,마포구청,4525
202004,6호선,망원,7225
202004,6호선,합정,5987
202004,6호선,상수,4625
202004,6호선,광흥창(서강),2450
202004,6호선,대흥(서강대앞),2639
202004,6호선,공덕,4437
202004,6호선,효창공원앞,2101
202004,6호선,삼각지,1499
202004,6호선,녹사평(용산구청),2946
202004,6호선,이태원,6964
202004,6호선,한강진,3803
202004,6호선,버티고개,802
202004,6호선,약수,1197
202004,6호선,청구,1147
202004,6호선,신당,3133
202004,6호선,동묘앞,4006
202004,6호선,창신,949
202004,6호선,보문,2670
202004,6호선,안암(고대병원앞),3605
202004,6호선,고려대(종암),2795
202004,6호선,월곡(동덕여대),3967
202004,6호선,상월곡(한국과학기술연구원),1954
202004,6호선,돌곶이,4080
202004,6호선,석계,4854
202004,6호선,태릉입구,2421
202004,6호선,화랑대(서울여대입구),2948
202004,6호선,봉화산(서울의료원),2747
202004,7호선,남성,4073
202004,7호선,장암,897
202004,7호선,도봉산,6545
202004,7호선,수락산,6582
202004,7호선,마들,3740
202004,7호선,노원,8019
202004,7호선,중계,4594
202004,7호선,하계,6161
202004,7호선,공릉(서울과학기술대),4800
202004,7호선,태릉입구,3158
202004,7호선,먹골,3965
202004,7호선,중화,4209
202004,7호선,상봉(시외버스터미널),7043
202004,7호선,면목,6087
202004,7호선,사가정,6476
202004,7호선,용마산(용마폭포공원),2851
202004,7호선,중곡,3607
202004,7호선,군자(능동),4433
202004,7호선,어린이대공원(세종대),5612
202004,7호선,건대입구,6401
202004,7호선,뚝섬유원지,7108
202004,7호선,청담,4770
202004,7호선,강남구청,4204
202004,7호선,학동,3968
202004,7호선,논현,4982
202004,7호선,반포,2258
202004,7호선,고속터미널,5383
202004,7호선,내방,3561
202004,7호선,이수,5728
202004,7호선,숭실대입구(살피재),4117
202004,7호선,상도,3555
202004,7호선,장승배기,3462
202004,7호선,신대방삼거리,5668
202004,7호선,보라매,3295
202004,7호선,신풍,3641
202004,7호선,대림(구로구청),3629
202004,7호선,남구로,4382
202004,7호선,가산디지털단지,6988
202004,7호선,철산,7670
202004,7호선,광명사거리,8957
202004,7호선,천왕,3005
202004,7호선,온수(성공회대입구),2814
202004,7호선,까치울,2887
202004,7호선,부천종합운동장,1669
202004,7호선,춘의,2349
202004,7호선,신중동,4764
202004,7호선,부천시청,4351
202004,7호선,상동,4706
202004,7호선,삼산체육관,1479
202004,7호선,굴포천,3294
202004,7호선,부평구청,2969
202004,8호선,암사,5842
202004,8호선,천호(풍납토성),7995
202004,8호선,강동구청,3112
202004,8호선,몽촌토성(평화의문),2522
202004,8호선,잠실(송파구청),6345
202004,8호선,석촌,3446
202004,8호선,송파,2670
202004,8호선,가락시장,3015
202004,8호선,문정,4274
202004,8호선,장지,6605
202004,8호선,복정,2885
202004,8호선,산성,2457
202004,8호선,남한산성입구(성남법원.검찰청),4472
202004,8호선,단대오거리,3692
202004,8호선,신흥,2037
202004,8호선,수진,1782
202004,8호선,모란,1443
202004,9호선,개화,787
202004,9호선,김포공항,4169
202004,9호선,공항시장,1334
202004,9호선,신방화,2296
202004,9호선,마곡나루(서울식물원),3330
202004,9호선,양천향교,2941
202004,9호선,가양,6794
202004,9호선,증미,2128
202004,9호선,등촌,3355
202004,9호선,염창,5481
202004,9호선,신목동,1060
202004,9호선,선유도,2044
202004,9호선,당산,5878
202004,9호선,국회의사당,2247
202004,9호선,여의도,3514
202004,9호선,샛강,1200
202004,9호선,노량진,11973
202004,9호선,노들,1418
202004,9호선,흑석(중앙대입구),2868
202004,9호선,동작(현충원),831
202004,9호선,구반포,892
202004,9호선,신반포,890
202004,9호선,고속터미널,7776
202004,9호선,사평,733
202004,9호선,신논현,9825
202004,9호선,언주,1964
202004,9호선,선정릉,2075
202004,9호선,삼성중앙,1330
202004,9호선,봉은사,3611
202004,9호선,종합운동장,1259
202004,9호선,삼전,2374
202004,9호선,석촌고분,1976
202004,9호선,석촌,2253
202004,9호선,송파나루,1809
202004,9호선,한성백제,858
202004,9호선,올림픽공원(한국체대),2148
202004,9호선,둔촌오륜,289
202004,9호선,중앙보훈병원,2125
202004,1호선,서울역,32917
202004,1호선,시청,18462
202004,1호선,종각,31986
202004,1호선,종로3가,21053
202004,1호선,종로5가,19533
202004,1호선,동대문,9801
202004,1호선,신설동,12536
202004,1호선,제기동,14822
202004,1호선,청량리(서울시립대입구),17491
202004,1호선,동묘앞,6900
202004,2호선,시청,21757
202004,2호선,을지로입구,34580
202004,2호선,을지로3가,19093
202004,2호선,을지로4가,11549
202004,2호선,동대문역사문화공원(DDP),11112
202004,2호선,신당,12051
202004,2호선,상왕십리,11705
202004,2호선,왕십리(성동구청),10967
202004,2호선,한양대,6569
202004,2호선,뚝섬,19650
202004,2호선,성수,32998
202004,2호선,건대입구,30598
202004,2호선,구의(광진구청),20714
202004,2호선,강변(동서울터미널),26284
202004,2호선,잠실나루,11790
202004,2호선,잠실(송파구청),52917
202004,2호선,잠실새내,17321
202004,2호선,종합운동장,5870
202004,2호선,삼성(무역센터),43813
202004,2호선,선릉,47268
202004,2호선,역삼,50798
202004,2호선,강남,76489
202004,2호선,교대(법원.검찰청),33504
202004,2호선,서초,18336
202004,2호선,방배,14913
202004,2호선,사당,33756
202004,2호선,낙성대(강감찬),22982
202004,2호선,서울대입구(관악구청),40225
202004,2호선,봉천,20299
202004,2호선,신림,54927
202004,2호선,신대방,22938
202004,2호선,구로디지털단지,55166
202004,2호선,대림(구로구청),22405
202004,2호선,신도림,40707
202004,2호선,문래,19058
202004,2호선,영등포구청,20888
202004,2호선,당산,20531
202004,2호선,합정,26422
202004,2호선,홍대입구,42358
202004,2호선,신촌,28558
202004,2호선,이대,9658
202004,2호선,아현,7932
202004,2호선,충정로(경기대입구),9518
202004,2호선,용답,2058
202004,2호선,신답,1670
202004,2호선,신설동,2711
202004,2호선,도림천,1148
202004,2호선,양천구청,5910
202004,2호선,신정네거리,8470
202004,2호선,용두(동대문구청),2114
202004,3호선,지축,2931
202004,3호선,구파발,16682
202004,3호선,연신내,31916
202004,3호선,불광,15237
202004,3호선,녹번,10577
202004,3호선,홍제,14687
202004,3호선,무악재,3400
202004,3호선,독립문,6247
202004,3호선,경복궁(정부서울청사),14277
202004,3호선,안국,16144
202004,3호선,종로3가,10256
202004,3호선,을지로3가,10066
202004,3호선,동대입구,6754
202004,3호선,약수,11109
202004,3호선,금호,6683
202004,3호선,옥수,7810
202004,3호선,압구정,28305
202004,3호선,신사,26412
202004,3호선,잠원,4583
202004,3호선,고속터미널,26740
202004,3호선,교대(법원.검찰청),8395
202004,3호선,남부터미널(예술의전당),24712
202004,3호선,양재(서초구청),36196
202004,3호선,매봉,9579
202004,3호선,도곡,4442
202004,3호선,대치,8229
202004,3호선,학여울,1415
202004,3호선,대청,7527
202004,3호선,일원,7625
202004,3호선,수서,13160
202004,3호선,가락시장,7362
202004,3호선,경찰병원,6750
202004,3호선,오금,4936
202004,4호선,당고개,9933
202004,4호선,상계,15601
202004,4호선,노원,18754
202004,4호선,창동,24082
202004,4호선,쌍문,24592
202004,4호선,수유(강북구청),30620
202004,4호선,미아(서울사이버대학),12958
202004,4호선,미아사거리,24116
202004,4호선,길음,16703
202004,4호선,성신여대입구(돈암),16018
202004,4호선,한성대입구(삼선교),10930
202004,4호선,혜화,22939
202004,4호선,동대문,18652
202004,4호선,동대문역사문화공원(DDP),12271
202004,4호선,충무로,25265
202004,4호선,명동,14687
202004,4호선,회현(남대문시장),21403
202004,4호선,서울역,12783
202004,4호선,숙대입구(갈월),11071
202004,4호선,삼각지,4334
202004,4호선,신용산,13746
202004,4호선,이촌(국립중앙박물관),6019
202004,4호선,동작(현충원),2244
202004,4호선,총신대입구(이수),17874
202004,4호선,사당,17664
202004,4호선,남태령,729
202004,5호선,방화,5625
202004,5호선,개화산,4669
202004,5호선,김포공항,4006
202004,5호선,송정,5634
202004,5호선,마곡,7224
202004,5호선,발산,16328
202004,5호선,우장산,11835
202004,5호선,화곡,23971
202004,5호선,까치산,24904
202004,5호선,신정(은행정),9350
202004,5호선,목동,16750
202004,5호선,오목교(목동운동장앞),20313
202004,5호선,양평,6775
202004,5호선,영등포구청,3569
202004,5호선,영등포시장,7999
202004,5호선,신길,3615
202004,5호선,여의도,24823
202004,5호선,여의나루,9625
202004,5호선,마포,12828
202004,5호선,공덕,13182
202004,5호선,애오개,6284
202004,5호선,충정로(경기대입구),4189
202004,5호선,서대문,16464
202004,5호선,광화문(세종문화회관),28265
202004,5호선,종로3가,9156
202004,5호선,을지로4가,5614
202004,5호선,동대문역사문화공원(DDP),2904
202004,5호선,청구,3234
202004,5호선,신금호,5395
202004,5호선,행당,6327
202004,5호선,왕십리(성동구청),4149
202004,5호선,마장,4465
202004,5호선,답십리,13041
202004,5호선,장한평,16048
202004,5호선,군자(능동),10430
202004,5호선,아차산(어린이대공원후문),11825
202004,5호선,광나루(장신대),9697
202004,5호선,천호(풍납토성),15168
202004,5호선,강동,15469
202004,5호선,길동,6540
202004,5호선,굽은다리(강동구민회관앞),7111
202004,5호선,명일,7018
202004,5호선,고덕,7370
202004,5호선,상일동,13704
202004,5호선,둔촌동,6963
202004,5호선,올림픽공원(한국체대),2798
202004,5호선,방이,6037
202004,5호선,오금,3083
202004,5호선,개롱,5570
202004,5호선,거여,6171
202004,5호선,마천,4424
202004,6호선,응암,15447
202004,6호선,역촌,3715
202004,6호선,불광,3979
202004,6호선,독바위,2559
202004,6호선,연신내,0
202004,6호선,구산,4827
202004,6호선,새절(신사),10687
202004,6호선,증산(명지대앞),8775
202004,6호선,디지털미디어시티,12912
202004,6호선,월드컵경기장(성산),4129
202004,6호선,마포구청,10669
202004,6호선,망원,12243
202004,6호선,합정,10488
202004,6호선,상수,7120
202004,6호선,광흥창(서강),7491
202004,6호선,대흥(서강대앞),6911
202004,6호선,공덕,15834
202004,6호선,효창공원앞,5480
202004,6호선,삼각지,4020
202004,6호선,녹사평(용산구청),3584
202004,6호선,이태원,8096
202004,6호선,한강진,5867
202004,6호선,버티고개,1842
202004,6호선,약수,3084
202004,6호선,청구,3698
202004,6호선,신당,7205
202004,6호선,동묘앞,7073
202004,6호선,창신,2421
202004,6호선,보문,5857
202004,6호선,안암(고대병원앞),8412
202004,6호선,고려대(종암),6301
202004,6호선,월곡(동덕여대),9880
202004,6호선,상월곡(한국과학기술연구원),4716
202004,6호선,돌곶이,7254
202004,6호선,석계,11271
202004,6호선,태릉입구,4987
202004,6호선,화랑대(서울여대입구),7687
202004,6호선,봉화산(서울의료원),7461
202004,7호선,장암,758
202004,7호선,도봉산,9194
202004,7호선,수락산,10910
202004,7호선,마들,9886
202004,7호선,노원,17443
202004,7호선,중계,11021
202004,7호선,하계,14206
202004,7호선,공릉(서울과학기술대),10228
202004,7호선,태릉입구,6505
202004,7호선,먹골,8769
202004,7호선,중화,9525
202004,7호선,상봉(시외버스터미널),13930
202004,7호선,면목,13518
202004,7호선,사가정,13908
202004,7호선,용마산(용마폭포공원),5069
202004,7호선,중곡,7993
202004,7호선,군자(능동),10142
202004,7호선,어린이대공원(세종대),9833
202004,7호선,건대입구,10428
202004,7호선,뚝섬유원지,7665
202004,7호선,청담,19752
202004,7호선,강남구청,15536
202004,7호선,학동,23548
202004,7호선,논현,20356
202004,7호선,반포,4827
202004,7호선,고속터미널,10595
202004,7호선,내방,12698
202004,7호선,이수,13119
202004,7호선,남성,9171
202004,7호선,숭실대입구(살피재),10068
202004,7호선,상도,8634
202004,7호선,장승배기,8631
202004,7호선,신대방삼거리,13956
202004,7호선,보라매,8624
202004,7호선,신풍,9176
202004,7호선,대림(구로구청),6185
202004,7호선,남구로,15330
202004,7호선,가산디지털단지,43107
202004,7호선,철산,19755
202004,7호선,광명사거리,20311
202004,7호선,천왕,8179
202004,7호선,온수(성공회대입구),8881
202004,7호선,까치울,6220
202004,7호선,부천종합운동장,3432
202004,7호선,춘의,8523
202004,7호선,신중동,12408
202004,7호선,부천시청,10063
202004,7호선,상동,10952
202004,7호선,삼산체육관,3588
202004,7호선,굴포천,8135
202004,7호선,부평구청,8504
202004,8호선,잠실(송파구청),12493
202004,8호선,석촌,7398
202004,8호선,송파,7131
202004,8호선,가락시장,7568
202004,8호선,문정,20327
202004,8호선,장지,13932
202004,8호선,복정,7503
202004,8호선,산성,4394
202004,8호선,남한산성입구(성남법원.검찰청),10464
202004,8호선,단대오거리,8503
202004,8호선,신흥,4097
202004,8호선,수진,3834
202004,8호선,모란,2422
202004,8호선,암사,14525
202004,8호선,천호(풍납토성),16059
202004,8호선,강동구청,9287
202004,8호선,몽촌토성(평화의문),4992
202004,9호선,언주,8395
