사용일자,노선명,역명,하차총승객수
202007,8호선,석촌,9058
202007,8호선,잠실(송파구청),15946
202007,8호선,몽촌토성(평화의문),5707
202007,8호선,강동구청,10840
202007,8호선,천호(풍납토성),20121
202007,8호선,암사,16766
202007,9호선,중앙보훈병원,8788
202007,9호선,둔촌오륜,913
202007,9호선,올림픽공원(한국체대),5571
202007,9호선,한성백제,2140
202007,9호선,송파나루,4844
202007,9호선,석촌,6548
202007,9호선,석촌고분,5284
202007,9호선,삼전,6183
202007,9호선,종합운동장,4206
202007,9호선,봉은사,17167
202007,9호선,삼성중앙,7153
202007,9호선,선정릉,9973
202007,9호선,언주,9879
202007,9호선,신논현,35578
202007,9호선,사평,3145
202007,9호선,고속터미널,17856
202007,9호선,신반포,3022
202007,9호선,구반포,3005
202007,9호선,동작(현충원),1395
202007,9호선,흑석(중앙대입구),8390
202007,9호선,노들,3830
202007,9호선,노량진,28457
202007,9호선,샛강,6077
202007,9호선,여의도,24145
202007,9호선,국회의사당,16654
202007,9호선,당산,18918
202007,9호선,선유도,7592
202007,9호선,신목동,3658
202007,9호선,염창,16635
202007,9호선,등촌,10276
202007,9호선,증미,7227
202007,9호선,가양,19680
202007,9호선,양천향교,9366
202007,9호선,마곡나루(서울식물원),10933
202007,9호선,신방화,6513
202007,9호선,공항시장,3028
202007,9호선,김포공항,11175
202007,9호선,개화,1899
202007,1호선,종로5가,17251
202007,1호선,종로3가,20529
202007,1호선,종각,17930
202007,1호선,시청,8662
202007,1호선,동묘앞,10832
202007,1호선,서울역,27862
202007,1호선,청량리(서울시립대입구),17744
202007,1호선,제기동,14183
202007,1호선,신설동,8493
202007,1호선,동대문,10864
202007,2호선,신당,10036
202007,2호선,동대문역사문화공원(DDP),9647
202007,2호선,을지로4가,6993
202007,2호선,을지로3가,9370
202007,2호선,을지로입구,19263
202007,2호선,시청,6115
202007,2호선,용두(동대문구청),1566
202007,2호선,신정네거리,6634
202007,2호선,양천구청,4619
202007,2호선,도림천,700
202007,2호선,신설동,2701
202007,2호선,신답,938
202007,2호선,용답,1740
202007,2호선,충정로(경기대입구),5707
202007,2호선,아현,6147
202007,2호선,이대,9207
202007,2호선,신촌,30234
202007,2호선,홍대입구,60578
202007,2호선,합정,29003
202007,2호선,당산,13481
202007,2호선,영등포구청,12068
202007,2호선,문래,12409
202007,2호선,신도림,41178
202007,2호선,대림(구로구청),18581
202007,2호선,구로디지털단지,32063
202007,2호선,신대방,17866
202007,2호선,신림,45373
202007,2호선,봉천,14936
202007,2호선,서울대입구(관악구청),34562
202007,2호선,낙성대(강감찬),18263
202007,2호선,사당,33266
202007,2호선,방배,10081
202007,2호선,서초,12289
202007,2호선,교대(법원.검찰청),20309
202007,2호선,강남,64126
202007,2호선,역삼,20650
202007,2호선,선릉,20865
202007,2호선,삼성(무역센터),29478
202007,2호선,종합운동장,5448
202007,2호선,잠실새내,16654
202007,2호선,잠실(송파구청),52920
202007,2호선,잠실나루,6808
202007,2호선,강변(동서울터미널),30139
202007,2호선,구의(광진구청),14977
202007,2호선,건대입구,36831
202007,2호선,성수,17562
202007,2호선,뚝섬,13377
202007,2호선,한양대,3887
202007,2호선,왕십리(성동구청),11226
202007,2호선,상왕십리,8288
202007,3호선,도곡,3411
202007,3호선,오금,3642
202007,3호선,경찰병원,3815
202007,3호선,가락시장,5694
202007,3호선,수서,12361
202007,3호선,일원,4315
202007,3호선,대청,5075
202007,3호선,학여울,2298
202007,3호선,대치,7926
202007,3호선,매봉,5293
202007,3호선,양재(서초구청),21902
202007,3호선,남부터미널(예술의전당),21634
202007,3호선,교대(법원.검찰청),4343
202007,3호선,고속터미널,47623
202007,3호선,잠원,3766
202007,3호선,신사,27120
202007,3호선,압구정,24809
202007,3호선,옥수,7233
202007,3호선,금호,5277
202007,3호선,약수,8315
202007,3호선,동대입구,5779
202007,3호선,충무로,0
202007,3호선,을지로3가,5658
202007,3호선,종로3가,8062
202007,3호선,안국,13541
202007,3호선,경복궁(정부서울청사),12991
202007,3호선,독립문,5511
202007,3호선,무악재,2587
202007,3호선,홍제,11661
202007,3호선,녹번,7978
202007,3호선,불광,13767
202007,3호선,연신내,27810
202007,3호선,구파발,15566
202007,3호선,지축,2153
202007,4호선,쌍문,18588
202007,4호선,창동,20937
202007,4호선,노원,18225
202007,4호선,상계,12211
202007,4호선,당고개,8688
202007,4호선,남태령,558
202007,4호선,사당,17336
202007,4호선,총신대입구(이수),15278
202007,4호선,동작(현충원),2159
202007,4호선,이촌(국립중앙박물관),5585
202007,4호선,신용산,8543
202007,4호선,삼각지,3166
202007,4호선,숙대입구(갈월),8151
202007,4호선,서울역,10993
202007,4호선,회현(남대문시장),17820
202007,4호선,명동,13940
202007,4호선,충무로,12328
202007,4호선,동대문역사문화공원(DDP),9002
202007,4호선,동대문,14741
202007,4호선,혜화,26471
202007,4호선,한성대입구(삼선교),9758
202007,4호선,성신여대입구(돈암),15114
202007,4호선,길음,12992
202007,4호선,미아사거리,20702
202007,4호선,미아(서울사이버대학),9994
202007,4호선,수유(강북구청),24654
202007,5호선,방화,4573
202007,5호선,마천,3972
202007,5호선,거여,4874
202007,5호선,개롱,4246
202007,5호선,오금,2039
202007,5호선,방이,4737
202007,5호선,올림픽공원(한국체대),2252
202007,5호선,둔촌동,5692
202007,5호선,상일동,9815
202007,5호선,고덕,5162
202007,5호선,명일,5058
202007,5호선,굽은다리(강동구민회관앞),5927
202007,5호선,길동,5256
202007,5호선,강동,12361
202007,5호선,천호(풍납토성),16038
202007,5호선,광나루(장신대),8551
202007,5호선,아차산(어린이대공원후문),10669
202007,5호선,군자(능동),8346
202007,5호선,장한평,9937
202007,5호선,답십리,8643
202007,5호선,마장,3375
202007,5호선,왕십리(성동구청),3867
202007,5호선,행당,4716
202007,5호선,신금호,3801
202007,5호선,청구,2120
202007,5호선,동대문역사문화공원(DDP),1218
202007,5호선,을지로4가,3481
202007,5호선,종로3가,11894
202007,5호선,광화문(세종문화회관),15052
202007,5호선,서대문,6537
202007,5호선,충정로(경기대입구),1684
202007,5호선,애오개,3433
202007,5호선,공덕,7125
202007,5호선,마포,6730
202007,5호선,여의나루,12224
202007,5호선,여의도,9606
202007,5호선,신길,2133
202007,5호선,영등포시장,6457
202007,5호선,영등포구청,1735
202007,5호선,양평,3186
202007,5호선,오목교(목동운동장앞),16466
202007,5호선,목동,11001
202007,5호선,신정(은행정),7140
202007,5호선,까치산,19027
202007,5호선,화곡,17108
202007,5호선,우장산,9173
202007,5호선,발산,13037
202007,5호선,마곡,3653
202007,5호선,송정,4650
202007,5호선,김포공항,6345
202007,5호선,개화산,3431
202007,6호선,봉화산(서울의료원),5108
202007,6호선,화랑대(서울여대입구),5542
202007,6호선,태릉입구,4227
202007,6호선,석계,8534
202007,6호선,돌곶이,5355
202007,6호선,상월곡(한국과학기술연구원),3348
202007,6호선,월곡(동덕여대),6795
202007,6호선,고려대(종암),4943
202007,6호선,안암(고대병원앞),6137
202007,6호선,보문,4406
202007,6호선,창신,1615
202007,6호선,동묘앞,6546
202007,6호선,신당,4450
202007,6호선,청구,2159
202007,6호선,약수,2420
202007,6호선,버티고개,1504
202007,6호선,한강진,7111
202007,6호선,이태원,9259
202007,6호선,녹사평(용산구청),4281
202007,6호선,삼각지,3184
202007,6호선,효창공원앞,3778
202007,6호선,공덕,8977
202007,6호선,대흥(서강대앞),4876
202007,6호선,광흥창(서강),4545
202007,6호선,상수,8886
202007,6호선,합정,10993
202007,6호선,망원,13617
202007,6호선,마포구청,7538
202007,6호선,월드컵경기장(성산),4610
202007,6호선,디지털미디어시티,6736
202007,6호선,증산(명지대앞),6806
202007,6호선,새절(신사),8062
202007,6호선,구산,3800
202007,6호선,연신내,0
202007,6호선,독바위,2284
202007,6호선,불광,3797
202007,6호선,역촌,2859
202007,6호선,응암,11608
202007,7호선,부평구청,5689
202007,7호선,굴포천,6123
202007,7호선,삼산체육관,2712
202007,7호선,상동,9719
202007,7호선,부천시청,8250
202007,7호선,신중동,9201
202007,7호선,춘의,4465
202007,7호선,부천종합운동장,2631
202007,7호선,까치울,5058
202007,7호선,온수(성공회대입구),5613
202007,7호선,천왕,5404
202007,7호선,광명사거리,16667
202007,7호선,철산,15602
202007,7호선,가산디지털단지,12576
202007,7호선,남구로,8231
202007,7호선,대림(구로구청),7012
202007,7호선,신풍,7125
202007,7호선,보라매,5783
202007,7호선,신대방삼거리,10057
202007,7호선,장승배기,6604
202007,7호선,상도,6589
202007,7호선,숭실대입구(살피재),7550
202007,7호선,남성,6649
202007,7호선,이수,10904
202007,7호선,내방,7599
202007,7호선,고속터미널,10408
202007,7호선,반포,4323
202007,7호선,논현,12273
202007,7호선,학동,11381
202007,7호선,강남구청,10693
202007,7호선,청담,11367
202007,7호선,뚝섬유원지,11432
202007,7호선,건대입구,11471
202007,7호선,어린이대공원(세종대),8281
202007,7호선,군자(능동),7692
202007,7호선,중곡,5954
202007,7호선,용마산(용마폭포공원),4256
202007,7호선,사가정,11349
202007,7호선,면목,10248
202007,7호선,상봉(시외버스터미널),12348
202007,7호선,중화,7464
202007,7호선,먹골,7773
202007,7호선,태릉입구,5708
202007,7호선,공릉(서울과학기술대),8546
202007,7호선,하계,11306
202007,7호선,중계,7853
202007,7호선,노원,16469
202007,7호선,마들,7344
202007,7호선,수락산,9943
202007,7호선,도봉산,9403
202007,7호선,장암,1206
202007,8호선,모란,4320
202007,8호선,수진,3554
202007,8호선,신흥,3839
202007,8호선,단대오거리,6373
202007,8호선,남한산성입구(성남법원.검찰청),7646
202007,8호선,산성,4345
202007,8호선,복정,5823
202007,8호선,장지,11343
202007,8호선,문정,8271
202007,8호선,가락시장,5501
202007,8호선,송파,5381
202007,8호선,석촌,6450
202007,8호선,잠실(송파구청),12882
202007,8호선,몽촌토성(평화의문),3557
202007,8호선,강동구청,5828
202007,8호선,천호(풍납토성),14996
202007,8호선,암사,10648
202007,9호선,중앙보훈병원,4293
202007,9호선,둔촌오륜,577
202007,9호선,올림픽공원(한국체대),3730
202007,9호선,한성백제,1480
202007,9호선,송파나루,3504
202007,9호선,석촌,4542
202007,9호선,석촌고분,3526
202007,9호선,삼전,3986
202007,9호선,종합운동장,2708
202007,9호선,봉은사,10287
202007,9호선,삼성중앙,3051
202007,9호선,선정릉,5117
202007,9호선,언주,4842
202007,9호선,신논현,24364
202007,9호선,사평,1813
202007,9호선,고속터미널,16843
202007,9호선,신반포,1976
202007,9호선,구반포,2331
202007,9호선,동작(현충원),1018
202007,9호선,흑석(중앙대입구),5451
202007,9호선,노들,2614
202007,9호선,노량진,21148
202007,9호선,샛강,2431
202007,9호선,여의도,8041
202007,9호선,국회의사당,4438
202007,9호선,당산,11235
202007,9호선,선유도,3564
202007,9호선,신목동,1804
202007,9호선,염창,9963
202007,9호선,등촌,6123
202007,9호선,증미,3650
202007,9호선,가양,12694
202007,9호선,양천향교,4937
202007,9호선,마곡나루(서울식물원),6970
202007,9호선,신방화,4059
202007,9호선,공항시장,2255
202007,9호선,김포공항,10199
202007,9호선,개화,1226
202007,1호선,동묘앞,11494
202007,1호선,시청,5179
202007,1호선,종각,10735
202007,1호선,종로3가,11665
202007,1호선,종로5가,7664
202007,1호선,동대문,9789
202007,1호선,신설동,6879
202007,1호선,제기동,8567
202007,1호선,청량리(서울시립대입구),12390
202007,1호선,서울역,20552
202007,2호선,시청,3374
202007,2호선,을지로입구,12970
202007,2호선,을지로3가,5828
202007,2호선,을지로4가,2699
202007,2호선,동대문역사문화공원(DDP),7481
202007,2호선,신당,7857
202007,2호선,상왕십리,5986
202007,2호선,왕십리(성동구청),7806
202007,2호선,한양대,2529
202007,2호선,뚝섬,8306
202007,2호선,성수,11880
202007,2호선,건대입구,25402
202007,2호선,구의(광진구청),10354
202007,2호선,강변(동서울터미널),21768
202007,2호선,잠실나루,4865
202007,2호선,잠실(송파구청),36668
202007,2호선,잠실새내,10131
202007,2호선,종합운동장,3845
202007,2호선,삼성(무역센터),19623
202007,2호선,선릉,10420
202007,2호선,역삼,12135
202007,2호선,강남,35031
202007,2호선,교대(법원.검찰청),11720
202007,2호선,서초,10055
202007,2호선,방배,6661
202007,2호선,사당,22911
202007,2호선,낙성대(강감찬),15183
202007,2호선,서울대입구(관악구청),26469
202007,2호선,봉천,10652
202007,2호선,신림,33447
202007,2호선,신대방,13618
202007,2호선,구로디지털단지,21920
202007,2호선,대림(구로구청),13904
202007,2호선,신도림,27738
202007,2호선,문래,7447
202007,2호선,영등포구청,7903
202007,2호선,당산,9023
202007,2호선,합정,18632
202007,2호선,홍대입구,39717
202007,2호선,신촌,20858
202007,2호선,이대,6235
202007,2호선,아현,4485
202007,2호선,충정로(경기대입구),3675
202007,2호선,용답,1426
202007,2호선,신답,693
202007,2호선,신설동,2531
202007,2호선,도림천,332
202007,2호선,양천구청,2970
202007,2호선,신정네거리,4488
202007,2호선,용두(동대문구청),1003
202007,3호선,지축,1485
202007,3호선,구파발,11464
202007,3호선,연신내,19843
202007,3호선,불광,10413
202007,3호선,녹번,5443
202007,3호선,홍제,8129
202007,3호선,무악재,1846
202007,3호선,독립문,4152
202007,3호선,경복궁(정부서울청사),8562
202007,3호선,안국,8808
202007,3호선,종로3가,4451
202007,3호선,을지로3가,2678
202007,3호선,동대입구,4430
202007,3호선,약수,6008
202007,3호선,금호,3916
202007,3호선,옥수,5098
202007,3호선,압구정,12788
202007,3호선,신사,13850
202007,3호선,잠원,2535
202007,3호선,고속터미널,34868
202007,3호선,교대(법원.검찰청),2431
202007,3호선,남부터미널(예술의전당),14340
202007,3호선,양재(서초구청),14249
202007,3호선,매봉,3572
202007,3호선,도곡,1816
202007,3호선,대치,4910
202007,3호선,학여울,1845
202007,3호선,대청,3574
202007,3호선,일원,3135
202007,3호선,수서,8911
202007,3호선,가락시장,3951
202007,3호선,경찰병원,2684
202007,3호선,오금,2738
202007,4호선,수유(강북구청),17459
202007,4호선,미아(서울사이버대학),7169
202007,4호선,미아사거리,14738
202007,4호선,길음,9268
202007,4호선,성신여대입구(돈암),11192
202007,4호선,한성대입구(삼선교),6913
202007,4호선,혜화,19873
202007,4호선,동대문,6607
202007,4호선,동대문역사문화공원(DDP),7393
202007,4호선,충무로,7021
202007,4호선,명동,9226
202007,4호선,회현(남대문시장),6905
202007,4호선,서울역,7527
202007,4호선,숙대입구(갈월),6150
202007,4호선,삼각지,1868
202007,4호선,신용산,5862
202007,4호선,이촌(국립중앙박물관),4058
202007,4호선,동작(현충원),1714
202007,4호선,총신대입구(이수),10041
202007,4호선,사당,12706
202007,4호선,남태령,432
202007,4호선,당고개,7168
202007,4호선,상계,8814
202007,4호선,노원,12089
202007,4호선,창동,15386
202007,4호선,쌍문,13314
202007,5호선,방화,3357
202007,5호선,개화산,2627
202007,5호선,김포공항,5544
202007,5호선,송정,3474
202007,5호선,마곡,2398
202007,5호선,발산,7762
202007,5호선,우장산,6255
202007,5호선,화곡,12060
202007,5호선,까치산,13880
202007,5호선,신정(은행정),5047
202007,5호선,목동,7375
202007,5호선,오목교(목동운동장앞),11156
202007,5호선,양평,2479
202007,5호선,영등포구청,1169
202007,5호선,영등포시장,3941
202007,5호선,신길,1548
202007,5호선,여의도,5454
202007,5호선,여의나루,9022
202007,5호선,마포,4043
202007,5호선,공덕,4216
202007,5호선,애오개,2568
202007,5호선,충정로(경기대입구),1300
202007,5호선,서대문,3955
202007,5호선,광화문(세종문화회관),9758
202007,5호선,종로3가,6999
202007,5호선,을지로4가,1209
202007,5호선,동대문역사문화공원(DDP),701
202007,5호선,청구,1474
202007,5호선,신금호,2716
202007,5호선,행당,3218
202007,5호선,왕십리(성동구청),2627
202007,5호선,마장,2527
202007,5호선,답십리,6115
202007,5호선,장한평,6414
202007,5호선,군자(능동),5723
202007,5호선,아차산(어린이대공원후문),8873
202007,5호선,광나루(장신대),6459
202007,5호선,천호(풍납토성),11094
202007,5호선,길동,3530
202007,5호선,굽은다리(강동구민회관앞),4415
202007,5호선,명일,3803
202007,5호선,고덕,3564
202007,5호선,상일동,6703
202007,5호선,둔촌동,4150
202007,5호선,올림픽공원(한국체대),1533
202007,5호선,방이,3633
202007,5호선,오금,1482
202007,5호선,개롱,3003
202007,5호선,거여,3257
202007,5호선,마천,3206
202007,5호선,강동,8703
202007,6호선,응암,8591
202007,6호선,역촌,2071
202007,6호선,불광,2779
202007,6호선,독바위,1842
202007,6호선,연신내,0
202007,6호선,구산,2575
202007,6호선,새절(신사),5871
202007,6호선,증산(명지대앞),5165
202007,6호선,디지털미디어시티,4806
202007,6호선,월드컵경기장(성산),3534
202007,6호선,마포구청,5575
202007,6호선,망원,9464
202007,6호선,합정,7380
202007,6호선,상수,5710
202007,6호선,광흥창(서강),3443
202007,6호선,대흥(서강대앞),3270
202007,6호선,공덕,6010
202007,6호선,효창공원앞,2515
202007,6호선,삼각지,1861
202007,6호선,녹사평(용산구청),2826
202007,6호선,이태원,6326
202007,6호선,한강진,4903
202007,6호선,버티고개,1100
202007,6호선,약수,1503
202007,6호선,청구,1493
202007,6호선,신당,3977
202007,6호선,동묘앞,5426
202007,6호선,창신,1358
202007,6호선,보문,3549
202007,6호선,안암(고대병원앞),5103
202007,6호선,고려대(종암),3381
202007,6호선,월곡(동덕여대),5073
202007,6호선,상월곡(한국과학기술연구원),2651
202007,6호선,돌곶이,5069
202007,6호선,석계,6196
202007,6호선,태릉입구,3042
202007,6호선,화랑대(서울여대입구),3869
202007,6호선,봉화산(서울의료원),3642
202007,7호선,장암,1279
202007,7호선,도봉산,8125
202007,7호선,수락산,8271
202007,7호선,마들,4738
202007,7호선,노원,10564
202007,7호선,중계,5644
202007,7호선,하계,7832
202007,7호선,공릉(서울과학기술대),6136
202007,7호선,태릉입구,4145
202007,7호선,먹골,4918
202007,7호선,중화,5340
202007,7호선,상봉(시외버스터미널),8496
202007,7호선,면목,7520
202007,7호선,사가정,8291
202007,7호선,용마산(용마폭포공원),3193
202007,7호선,중곡,4474
202007,7호선,군자(능동),5536
202007,7호선,어린이대공원(세종대),6392
202007,7호선,건대입구,7628
202007,7호선,뚝섬유원지,8273
202007,7호선,청담,6458
202007,7호선,강남구청,5707
202007,7호선,학동,5964
202007,7호선,논현,6460
202007,7호선,반포,3080
202007,7호선,고속터미널,7594
202007,7호선,내방,4792
202007,7호선,이수,7300
202007,7호선,남성,5078
202007,7호선,숭실대입구(살피재),5496
202007,7호선,상도,4781
202007,7호선,장승배기,4913
202007,7호선,신대방삼거리,7218
202007,7호선,보라매,3792
202007,7호선,신풍,5021
202007,7호선,대림(구로구청),5576
202007,7호선,남구로,6026
202007,7호선,가산디지털단지,9166
202007,7호선,철산,9939
202007,7호선,광명사거리,11749
202007,7호선,천왕,3987
202007,7호선,온수(성공회대입구),3839
202007,7호선,까치울,3657
202007,7호선,부천종합운동장,1896
202007,7호선,춘의,3026
202007,7호선,신중동,6016
202007,7호선,부천시청,5461
202007,7호선,상동,6150
202007,7호선,삼산체육관,1873
202007,7호선,굴포천,3957
202007,7호선,부평구청,3907
202007,8호선,암사,7792
202007,8호선,천호(풍납토성),10074
202007,8호선,강동구청,4129
202007,8호선,몽촌토성(평화의문),2641
202007,8호선,잠실(송파구청),8983
202007,8호선,석촌,4509
202007,8호선,송파,3713
202007,8호선,가락시장,3861
202007,8호선,문정,5296
202007,8호선,장지,8783
202007,8호선,복정,4392
202007,8호선,산성,3661
202007,8호선,남한산성입구(성남법원.검찰청),5658
202007,8호선,단대오거리,4631
202007,8호선,신흥,2578
202007,8호선,수진,2401
202007,8호선,모란,1904
202007,9호선,개화,963
202007,9호선,김포공항,8773
202007,9호선,공항시장,1682
202007,9호선,신방화,3063
202007,9호선,마곡나루(서울식물원),4662
202007,9호선,양천향교,3686
202007,9호선,가양,9426
202007,9호선,증미,2713
202007,9호선,등촌,4460
202007,9호선,염창,7512
202007,9호선,신목동,1322
202007,9호선,선유도,2279
202007,9호선,당산,7990
202007,9호선,국회의사당,3810
202007,9호선,여의도,5065
202007,9호선,샛강,1584
202007,9호선,노량진,15735
202007,9호선,노들,2083
202007,9호선,흑석(중앙대입구),3728
202007,9호선,동작(현충원),783
202007,9호선,구반포,1207
202007,9호선,신반포,1364
202007,9호선,고속터미널,12151
202007,9호선,사평,1056
202007,9호선,신논현,13680
202007,9호선,언주,2713
202007,9호선,선정릉,3212
202007,9호선,삼성중앙,1807
202007,9호선,봉은사,7248
202007,9호선,종합운동장,1736
202007,9호선,삼전,2991
202007,9호선,석촌고분,2581
202007,9호선,석촌,3238
202007,9호선,송파나루,2513
202007,9호선,한성백제,1066
202007,9호선,올림픽공원(한국체대),2723
202007,9호선,둔촌오륜,448
202007,9호선,중앙보훈병원,3141
202007,1호선,청량리(서울시립대입구),20167
202007,1호선,제기동,17366
202007,1호선,신설동,14677
202007,1호선,동대문,11574
202007,1호선,종로5가,22984
202007,1호선,종로3가,26490
202007,1호선,종각,38282
202007,1호선,시청,21137
202007,1호선,동묘앞,8097
202007,1호선,서울역,40480
202007,2호선,용두(동대문구청),2325
202007,2호선,신정네거리,10096
202007,2호선,양천구청,7129
202007,2호선,도림천,1408
202007,2호선,신설동,3148
202007,2호선,신답,1820
202007,2호선,용답,2461
202007,2호선,충정로(경기대입구),10907
202007,2호선,아현,9252
202007,2호선,이대,12596
202007,2호선,신촌,34816
202007,2호선,합정,30048
202007,2호선,당산,22785
202007,2호선,영등포구청,23577
202007,2호선,문래,22015
202007,2호선,신도림,48258
202007,2호선,대림(구로구청),25936
202007,2호선,구로디지털단지,62720
202007,2호선,신대방,25290
202007,2호선,신림,60290
202007,2호선,봉천,22477
202007,2호선,서울대입구(관악구청),47447
202007,2호선,낙성대(강감찬),26803
202007,2호선,사당,40485
202007,2호선,방배,18007
202007,2호선,서초,21224
202007,2호선,교대(법원.검찰청),39861
202007,2호선,강남,92644
202007,2호선,역삼,57561
202007,2호선,선릉,53140
202007,2호선,삼성(무역센터),53837
202007,2호선,종합운동장,7533
202007,2호선,잠실새내,20448
202007,2호선,잠실(송파구청),63323
202007,2호선,잠실나루,14434
202007,2호선,강변(동서울터미널),32549
202007,2호선,구의(광진구청),23297
202007,2호선,건대입구,36651
202007,2호선,성수,36189
202007,2호선,뚝섬,21423
202007,2호선,한양대,8293
202007,2호선,왕십리(성동구청),13027
202007,2호선,상왕십리,13642
202007,2호선,신당,13918
202007,2호선,동대문역사문화공원(DDP),13480
202007,2호선,을지로4가,13100
202007,2호선,을지로3가,21745
202007,2호선,을지로입구,40657
202007,2호선,시청,23776
202007,2호선,홍대입구,50898
202007,3호선,오금,5707
202007,3호선,경찰병원,8100
202007,3호선,가락시장,9134
202007,3호선,수서,16650
202007,3호선,일원,9796
202007,3호선,대청,9541
202007,3호선,학여울,1874
202007,3호선,대치,10875
202007,3호선,도곡,5635
202007,3호선,매봉,11752
202007,3호선,양재(서초구청),42278
202007,3호선,남부터미널(예술의전당),29903
202007,3호선,교대(법원.검찰청),9876
202007,3호선,고속터미널,36234
202007,3호선,잠원,5738
202007,3호선,신사,31936
202007,3호선,압구정,33870
202007,3호선,옥수,9643
202007,3호선,금호,7760
202007,3호선,약수,12997
202007,3호선,동대입구,7178
202007,3호선,충무로,0
202007,3호선,을지로3가,11467
202007,3호선,종로3가,11995
202007,3호선,안국,20230
202007,3호선,경복궁(정부서울청사),17507
202007,3호선,독립문,7273
202007,3호선,무악재,3953
202007,3호선,홍제,16628
202007,3호선,녹번,13150
202007,3호선,불광,17307
202007,3호선,연신내,35712
202007,3호선,구파발,20124
202007,3호선,지축,3357
202007,4호선,한성대입구(삼선교),13275
202007,4호선,성신여대입구(돈암),18950
202007,4호선,길음,19465
202007,4호선,미아사거리,26933
202007,4호선,미아(서울사이버대학),15046
202007,4호선,수유(강북구청),33848
202007,4호선,숙대입구(갈월),12504
202007,4호선,삼각지,4944
202007,4호선,신용산,16395
202007,4호선,이촌(국립중앙박물관),7587
202007,4호선,동작(현충원),2710
202007,4호선,총신대입구(이수),21433
202007,4호선,사당,20808
202007,4호선,남태령,972
202007,4호선,당고개,11242
202007,4호선,상계,17972
202007,4호선,노원,21983
202007,4호선,창동,27995
202007,4호선,쌍문,26943
202007,4호선,서울역,15434
202007,4호선,회현(남대문시장),25001
202007,4호선,명동,18519
202007,4호선,충무로,27519
202007,4호선,동대문역사문화공원(DDP),13850
202007,4호선,동대문,22172
202007,4호선,혜화,28719
202007,5호선,방화,6506
202007,5호선,개화산,4946
202007,5호선,김포공항,5715
202007,5호선,송정,6287
202007,5호선,마곡,8550
202007,5호선,발산,19006
202007,5호선,우장산,14458
202007,5호선,화곡,26665
202007,5호선,까치산,27807
202007,5호선,신정(은행정),10855
202007,5호선,목동,19010
202007,5호선,오목교(목동운동장앞),24215
202007,5호선,양평,7563
202007,5호선,영등포구청,4190
202007,5호선,영등포시장,9106
202007,5호선,신길,4054
202007,5호선,여의도,28154
202007,5호선,여의나루,10578
202007,5호선,마포,14702
202007,5호선,공덕,15242
202007,5호선,애오개,6973
202007,5호선,충정로(경기대입구),4988
202007,5호선,서대문,18565
202007,5호선,광화문(세종문화회관),31558
202007,5호선,종로3가,12511
202007,5호선,을지로4가,6065
202007,5호선,동대문역사문화공원(DDP),3204
202007,5호선,청구,3719
202007,5호선,신금호,6494
202007,5호선,행당,7300
202007,5호선,왕십리(성동구청),4729
202007,5호선,마장,5072
202007,5호선,답십리,14568
202007,5호선,장한평,17957
202007,5호선,군자(능동),11550
202007,5호선,아차산(어린이대공원후문),13424
202007,5호선,광나루(장신대),11793
202007,5호선,천호(풍납토성),18626
202007,5호선,강동,18504
202007,5호선,길동,7770
202007,5호선,굽은다리(강동구민회관앞),8278
202007,5호선,명일,8703
202007,5호선,고덕,8901
202007,5호선,상일동,16659
202007,5호선,둔촌동,8167
202007,5호선,올림픽공원(한국체대),3543
202007,5호선,방이,7090
202007,5호선,오금,3788
202007,5호선,개롱,6487
202007,5호선,거여,7390
202007,5호선,마천,5259
202007,6호선,응암,17187
202007,6호선,역촌,4204
202007,6호선,불광,4559
202007,6호선,독바위,2886
202007,6호선,구산,5632
202007,6호선,새절(신사),12039
202007,6호선,증산(명지대앞),9619
202007,6호선,디지털미디어시티,15102
202007,6호선,월드컵경기장(성산),4646
202007,6호선,마포구청,12179
202007,6호선,망원,14622
202007,6호선,합정,12057
202007,6호선,상수,8137
202007,6호선,광흥창(서강),8743
202007,6호선,대흥(서강대앞),8293
202007,6호선,공덕,18276
202007,6호선,효창공원앞,6226
202007,6호선,삼각지,4540
202007,6호선,녹사평(용산구청),4128
202007,6호선,이태원,8422
202007,6호선,한강진,7251
202007,6호선,버티고개,2199
202007,6호선,약수,3664
202007,6호선,청구,3998
202007,6호선,신당,8225
202007,6호선,동묘앞,7829
202007,6호선,창신,2951
202007,6호선,보문,6497
202007,6호선,안암(고대병원앞),10722
202007,6호선,고려대(종암),7527
202007,6호선,월곡(동덕여대),11137
202007,6호선,상월곡(한국과학기술연구원),5434
202007,6호선,돌곶이,9255
202007,6호선,석계,12782
202007,6호선,태릉입구,5795
202007,6호선,화랑대(서울여대입구),9090
202007,6호선,봉화산(서울의료원),8349
202007,6호선,신내,0
202007,7호선,장암,822
202007,7호선,도봉산,10902
202007,7호선,수락산,12395
202007,7호선,마들,11333
202007,7호선,노원,21376
202007,7호선,중계,13337
202007,7호선,하계,16495
202007,7호선,공릉(서울과학기술대),11840
202007,7호선,태릉입구,7621
202007,7호선,먹골,9603
202007,7호선,중화,10815
202007,7호선,상봉(시외버스터미널),15855
202007,7호선,면목,14823
202007,7호선,사가정,15679
202007,7호선,용마산(용마폭포공원),5595
202007,7호선,중곡,9160
202007,7호선,군자(능동),11319
202007,7호선,어린이대공원(세종대),10892
202007,7호선,건대입구,12785
202007,7호선,뚝섬유원지,9376
